BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Genomes_Project_Smedley2021","The 100, 000 Genomes Project Pilot Investigators; Smedley, Damian; Smith, Katherine R.; Martin, Antonio; Thomas, Ellen A.; McDonagh, Ellen M.; Cipriani, Valentina; Ellingford, Jamie M.; Arno, Gavin; Tucci, Arianna; Vandrovcova, Jana; Chan, Georgia; Williams, Hywel J.; Ratnaike, Thiloka; Wei, Wei; Stirrups, Kathleen; Ibanez, Kristina; Moutsianas, Loukas; Wielscher, Matthias; Need, Anna; Barnes, Michael R.; Vestito, Letizia; Buchanan, James; Wordsworth, Sarah; Ashford, Sofie; Rehmström, Karola; Li, Emily; Fuller, Gavin; Twiss, Philip; Spasic-Boskovic, Olivera; Halsall, Sally; Floto, R. Andres; Poole, Kenneth; Wagner, Annette; Mehta, Sarju G.; Gurnell, Mark; Burrows, Nigel; James, Roger; Penkett, Christopher; Dewhurst, Eleanor; Gräf, Stefan; Mapeta, Rutendo; Kasanicki, Mary; Haworth, Andrea; Savage, Helen; Babcock, Melanie; Reese, Martin G.; Bale, Mark; Baple, Emma; Boustred, Christopher; Brittain, Helen; de Burca, Anna; Bleda, Marta; Devereau, Andrew; Halai, Dina; Haraldsdottir, Eik; Hyder, Zerin; Kasperaviciute, Dalia; Patch, Christine; Polychronopoulos, Dimitris; Matchan, Angela; Sultana, Razvan; Ryten, Mina; Tavares, Ana L. T.; Tregidgo, Carolyn; Turnbull, Clare; Welland, Matthew; Wood, Suzanne; Snow, Catherine; Williams, Eleanor; Leigh, Sarah; Foulger, Rebecca E.; Daugherty, Louise C.; Niblock, Olivia; Leong, Ivone U. S.; Wright, Caroline F.; Davies, Jim; Crichton, Charles; Welch, James; Woods, Kerrie; Abulhoul, Lara; Aurora, Paul; Bockenhauer, Detlef; Broomfield, Alexander; Cleary, Maureen A.; Lam, Tanya; Dattani, Mehul; Footitt, Emma; Ganesan, Vijeya; Grunewald, Stephanie; Compeyrot-Lacassagne, Sandrine; Muntoni, Francesco; Pilkington, Clarissa; Quinlivan, Rosaline; Thapar, Nikhil; Wallis, Colin; Wedderburn, Lucy R.; Worth, Austen; Bueser, Teofila; Compton, Cecilia; Deshpande, Charu; Fassihi, Hiva; Haque, Eshika; Izatt, Louise; Josifova, Dragana; Mohammed, Shehla; Robert, Leema; Rose, Sarah; Ruddy, Deborah; Sarkany, Robert; Say, Genevieve; Shaw, Adam C.; Wolejko, Agata; Habib, Bishoy; Burns, Gavin; Hunter, Sarah; Grocock, Russell J.; Humphray, Sean J.; Robinson, Peter N.; Haendel, Melissa; Simpson, Michael A.; Banka, Siddharth; Clayton-Smith, Jill; Douzgou, Sofia; Hall, Georgina; Thomas, Huw B.; O’Keefe, Raymond T.; Michaelides, Michel; Moore, Anthony T.; Malka, Sam; Pontikos, Nikolas; Browning, Andrew C.; Straub, Volker; Gorman, Gráinne S.; Horvath, Rita; Quinton, Richard; Schaefer, Andrew M.; Yu-Wai-Man, Patrick; Turnbull, Doug M.; McFarland, Robert; Taylor, Robert W.; O’Connor, Emer; Yip, Janice; Newland, Katrina; Morris, Huw R.; Polke, James; Wood, Nicholas W.; Campbell, Carolyn; Camps, Carme; Gibson, Kate; Koelling, Nils; Lester, Tracy; Németh, Andrea H.; Palles, Claire; Patel, Smita; Roy, Noemi B. A.; Sen, Arjune; Taylor, John; Cacheiro, Pilar; Jacobsen, Julius O.; Seaby, Eleanor G.; Davison, Val; Chitty, Lyn; Douglas, Angela; Naresh, Kikkeri; McMullan, Dom; Ellard, Sian; Temple, I. Karen; Mumford, Andrew D.; Wilson, Gill; Beales, Phil; Bitner-Glindzicz, Maria; Black, Graeme; Bradley, John R.; Brennan, Paul; Burn, John; Chinnery, Patrick F.; Elliott, Perry; Flinter, Frances; Houlden, Henry; Irving, Melita; Newman, William; Rahman, Shamima; Sayer, John A.; Taylor, Jenny C.; Webster, Andrew R.; Wilkie, Andrew O. M.; Ouwehand, Willem H.; Raymond, F. Lucy; Chisholm, John; Hill, Sue; Bentley, David; Scott, Richard H.; Fowler, Tom; Rendon, Augusto; Caulfield, Mark","100,000 Genomes Pilot on Rare-Disease Diagnosis in Health Care — Preliminary Report","New England Journal of Medicine",385,20,"Nov","1868–1880",2021,"","","http://www.nejm.org/doi/10.1056/NEJMoa2035790","","","","","","","","","","","","","","","","",""
7,"","Gladdy2021","Gladdy, R. A.","Precision guidelines for soft tissue and visceral sarcomas: the evidence, expert experience and ensuring optimal care for rare cancers, a 2021 update from ESMO\textendashEURACAN\textendashGENTURIS","Annals of Oncology",32,11,"nov","1325--1326",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Graessner_Zurek_Hoischen_Beltran_2021","Graessner, Holm; Zurek, Birte; Hoischen, Alexander; Beltran, Sergi","Solving the unsolved rare diseases in Europe","European journal of human genetics: EJHG",29,9,"Sep","1319–1320",2021,"","","","","","","","","","","","","","","","","","","",""
7,"","Gramaca2021","Grama{\c{c}}a, J.; Machado, D. D.; Ponte, T.; Pina, I.","PO-102 Bleeding management challenges in rare cancer-associated thrombosis: a case report of inferior vena cava thrombus in a patient with testicular germ cell tumour","Thrombosis Research",200,,"apr","S74--S75",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Heus2021","Heus, Eline; Zwan, Jan Maarten; Husson, Olga; Frissen, Anne‐Roos; Herpen, Carla M. L.; Merkx, Matthias A. W.; Duijts, Saskia F. A.","Unmet supportive care needs of patients with rare cancer: A systematic review","European Journal of Cancer Care",30,6,"aug","",2021,"","","https://onlinelibrary.wiley.com/doi/10.1111/ecc.13502","","","","","","Wiley","","","","","","","","","","",""
10,"","incidence_bg","НЦОЗА","Заболеваемост на населението","",,,"","",2021,"","","https://ncpha.government.bg/index/3032-zabolevaemost-na-naselenieto.html","","","","","","","","","","","","","","","","",""
7,"","Kondo2021","Kondo, Tadashi","Current status and future outlook for patient-derived cancer models from a rare cancer research perspective","Cancer Science",112,3,"feb","953--961",2021,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","konsulova_2021","Консулова, Ася; Йорданов, Ангел; Шемери, Самър Ел; Калчев, Калин; Стоева, Таня; Чаушева, Росица; Данчева, Живка; Спасов, Христо","Колко редки са редките онкологични болести?","Редки болести и лекарства сираци",12,2,"Aug","19–22",2021,"","","http://journal.raredis.org/index.php/RBLS/article/view/142","","","","","","","","","","","","","","","","",""
7,"","Krendyukov2021","Krendyukov, Andriy; Singhvi, Sanjay; Zabransky, Markus","Value of Adaptive Trials and Surrogate Endpoints for Clinical Decision-Making in Rare Cancers","Frontiers in Oncology",11,,"mar","",2021,"","","","","","","","","Frontiers Media {SA}","","","","","","","","","","",""
7,"","Lacey_2021","Lacey, James V.","A Rare Cancer Opportunity","Cancer Epidemiology, Biomarkers & Prevention",30,7,"Jul","1300–1301",2021,"","","https://aacrjournals.org/cebp/article/30/7/1300/670997/A-Rare-Cancer-OpportunityA-Rare-Cancer-Opportunity","","","","","","","","","","","","","","","","",""
7,"","Lu_2021","Lu, Donna","Rare cancers jumped from mother to child","New Scientist",249,3317,"Jan","20",2021,"","","https://linkinghub.elsevier.com/retrieve/pii/S0262407921000506","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Mantovani_2021a","Taruscio, Domenica; Mantovani, Alberto","Multifactorial Rare Diseases: Can Uncertainty Analysis Bring Added Value to the Search for Risk Factors and Etiopathogenesis?","Medicina (Kaunas, Lithuania)",57,2,"Jan","119",2021,"","","","","","","","","","","","","","","","","","","",""
7,"","Marques2021","Marques, Carina; Roberts, Charlotte; Matos, Vitor M. J.; Buikstra, Jane E.","Cancers as rare diseases: Terminological, theoretical, and methodological biases","International Journal of Paleopathology",32,,"mar","111--122",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
10,"","nsi","НСИ","Deaths by causes and mortality by causes","",,,"","",2021,"","","https://nsi.bg/en/content/3348/deaths-causes-and-mortality-causes","","","","","","","","","","","","","","","","",""
7,"","Reinke2021","Reinke, Denise K.","Meaningful engagement of the patient in rare cancer research: sarcoma as an exemplar","Current Problems in Cancer",45,4,"aug","100772",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Salmeron2021","Salmer{\'{o}}n, Diego; Botta, Laura; Mart{\'{\i}}nez, Jos{\'{e}} Miguel; Trama, Annalisa; Gatta, Gemma; Borr{\`{a}}s, Josep M.; Capocaccia, Riccardo; Cl{\`{e}}ries, Ramon","Estimating Country-Specific Incidence Rates of Rare Cancers: Comparative Performance Analysis of Modeling Approaches Using European Cancer Registry Data","American Journal of Epidemiology",191,3,"oct","487--498",2021,"","","","","","","","","Oxford University Press ({OUP})","","","","","","","","","","Salmeron2021 - Estimating Country Specific Incidence Rates of Rare Cancers_ Comparative Performance Analysis of Modeling Approaches Using European Cancer Registry Data.pdf",""
7,"","Sandler2021","Sandler, Abby; Reilly, Karlyne; Widemann, Brigitte","Editorial: Special issue on rare cancers","Current Problems in Cancer",45,4,"aug","100774",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Shah2021","Shah, Harsh; Ghazzal, Amre; Barbhaya, Dweep; Weigold, William","RECURRENT PERICARDIAL EFFUSION: AN EARLY PRESENTATION OF A RARE CANCER","Journal of the American College of Cardiology",77,18,"may","2966",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Shenoy_Dey_2021","Shenoy, Sandhya R.; Dey, Bindu","Funding for cancer research by an Indian funding agency, DBT","Journal of Biosciences",46,,"","2",2021,"","","","","","","","","","","","","","","","","","","",""
7,"","Srinivas2021","Srinivas, Sujay; Bajpai, Jyoti","Checkpoint Inhibitors in Checkmating Rare Cancers","Journal of Immunotherapy and Precision Oncology",4,4,"apr","178--179",2021,"","","","","","","","","Innovative Healthcare Institute","","","","","","","","","","",""
7,"","Stacchiotti_2021","Stacchiotti, Silvia; Frezza, Anna Maria; Blay, Jean‐Yves; Baldini, Elizabeth H.; Bonvalot, Sylvie; Bovée, Judith V. M. G.; Callegaro, Dario; Casali, Paolo G.; Chiang, RuRu Chun‐ju; Demetri, George D.; Demicco, Elisabeth G.; Desai, Jayesh; Eriksson, Mikael; Gelderblom, Hans; George, Suzanne; Gounder, Mrinal M.; Gronchi, Alessandro; Gupta, Abha; Haas, Rick L.; Hayes‐Jardon, Andrea; Hohenberger, Peter; Jones, Kevin B.; Jones, Robin L.; Kasper, Bernd; Kawai, Akira; Kirsch, David G.; Kleinerman, Eugene S.; Le Cesne, Axel; Lim, Jiwon; Chirlaque López, María Dolores; Maestro, Roberta; Marcos‐Gragera, Rafael; Martin Broto, Javier; Matsuda, Tomohiro; Mir, Olivier; Patel, Shreyaskumar R.; Raut, Chandrajit P.; Razak, Albiruni R. A.; Reed, Damon R.; Rutkowski, Piotr; Sanfilippo, Roberta G.; Sbaraglia, Marta; Schaefer, Inga‐Marie; Strauss, Dirk C.; Sundby Hall, Kirsten; Tap, William D.; Thomas, David M.; Graaf, Winette T. A.; Houdt, Winan J.; Visser, Otto; Mehren, Margaret; Wagner, Andrew J.; Wilky, Breelyn A.; Won, Young‐Joo; Fletcher, Christopher D. M.; Dei Tos, Angelo P.; Trama, Annalisa","Ultra‐rare sarcomas: A consensus paper from the Connective Tissue Oncology Society community of experts on the incidence threshold and the list of entities","Cancer",127,16,"Aug","2934–2942",2021,"","","https://onlinelibrary.wiley.com/doi/10.1002/cncr.33618","","","","","","","","","","","","","","","","",""
7,"","Sung_2021","Sung, Hyuna; Ferlay, Jacques; Siegel, Rebecca L.; Laversanne, Mathieu; Soerjomataram, Isabelle; Jemal, Ahmedin; Bray, Freddie","Global Cancer Statistics 2020: GLOBOCAN Estimates of Incidence and Mortality Worldwide for 36 Cancers in 185 Countries","CA: A Cancer Journal for Clinicians",71,3,"May","209–249",2021,"","","https://onlinelibrary.wiley.com/doi/10.3322/caac.21660","","","","","","","","","","","","","","","","",""
7,"","Angeli2022","Angeli, Kevin De; Gao, Shang; Danciu, Ioana; Durbin, Eric B.; Wu, Xiao-Cheng; Stroup, Antoinette; Doherty, Jennifer; Schwartz, Stephen; Wiggins, Charles; Damesyn, Mark; Coyle, Linda; Penberthy, Lynne; Tourassi, Georgia D.; Yoon, Hong-Jun","Class imbalance in out-of-distribution datasets: Improving the robustness of the TextCNN for the classification of rare cancer types","Journal of Biomedical Informatics",125,,"jan","103957",2022,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","barrenho_inequities_2022","Barrenho, Eliana; Halmai, Réka; Miraldo, Marisa; Tzintzun, Iván; Raïs Ali, Setti; Toulemon, Léa; Dupont, Jean-Claude K.; Rochaix, Lise","Inequities in cancer drug development in terms of unmet medical need","Social Science and Medicine",302,,"jun","114953",2022,"","","https://linkinghub.elsevier.com/retrieve/pii/S0277953622002593","","","","","","Elsevier {BV}","","","","","","","","","","",""
10,"","Cancer","WHO","Cancer - definition","",,,"","",2022,"","","https://www.who.int/health-topics/cancer","","","","","","","","","","","","","","","","",""
7,"","casali_rare_2022","Casali, P. G.; Licitra, L.; Frezza, A. M.; Trama, A.","‘Rare cancers’: not all together in clinical studies!","Annals of Oncology",33,5,"May","463--465",2022,"","","https://linkinghub.elsevier.com/retrieve/pii/S0923753422001041","","","","","","","","","","","","","","","","",""
7,"","Casali2022","Casali, Paolo G.; Provenzano, Salvatore; Trama, Annalisa","Il problema dei tumori rari","Recenti Progressi in Medicina",,,"","",2022,"","","","","","","","","Il Pensiero Scientifico Editore","","","","","","","","","","",""
7,"","Charalambous_Biagioli_2022","Charalambous, Andreas; Biagioli, Valentina","The challenge of rare cancers in nursing care","European Journal of Oncology Nursing",60,,"Oct","102195",2022,"","","https://linkinghub.elsevier.com/retrieve/pii/S146238892200103X","","","","","","","","","","","","","","","","",""
7,"","Chawla2022","Chawla, A.; Patel, H.; Folorunso, R.","HTA45 Care for Rare: Market Access Evidentiary Requirements for Rare Cancers","Value in Health",25,7,"jul","S512",2022,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
10,"","ECIS","","European Cancer Information System","",,,"","",2022,"","(Accessed on 11/26/2022)","https://ecis.jrc.ec.europa.eu/info/initiatives.html","","","","","","ECIS","","","","","","","","","","",""
10,"","eu_cancer_action","","European Parliament resolution of 16 February 2022 on strengthening Europe in the fight against cancer — towards a comprehensive and coordinated strategy (2020/2267(INI))","",,,"","",2022,"","","","","","","","","European Parliament resolution","","","","","","","","","","",""
7,"","Fernandez-Flores_Fonseca_2022","Fernandez-Flores, Angel; Fonseca, Eduardo","Scrotal cancer, chimney sweepers and Sir Percival Pott","Clinics in Dermatology",40,2,"Mar","209–220",2022,"","","https://linkinghub.elsevier.com/retrieve/pii/S0738081X21002601","","","","","","","","","","","","","","","","",""
7,"","Graaf_2022","van der Graaf, W. T. A.; Tesselaar, M. E. T.; McVeigh, T. P.; Oyen, W. J. G.; Fröhling, S.","Biology-guided precision medicine in rare cancers: Lessons from sarcomas and neuroendocrine tumours","Seminars in Cancer Biology",84,,"Sep","228–241",2022,"","","https://www.sciencedirect.com/science/article/pii/S1044579X22001225","","","","Precision Medicine in Cancer","","","","","","","","","","","","",""
7,"","Heus2022","de Heus, Eline; Duijts, Saskia F. A.; van der Zwan, Jan Maarten; Kapiteijn, Ellen; Nieveen van Dijkum, Els J. M.; van Herpen, Carla M. L.; Merkx, Matthias A. W.","The gap between rare and common cancers still exists: Results from a population-based study in the Netherlands","European Journal of Cancer",167,,"may","103--111",2022,"","","https://linkinghub.elsevier.com/retrieve/pii/S0959804922001319","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","hoes_patients_2022","Hoes, Louisa R.; van Berge Henegouwen, Jade M.; van der Wijngaart, Hanneke; Zeverijn, Laurien J.; van der Velden, Daphne L.; van de Haar, Joris; Roepman, Paul; de Leng, Wendy J.; Jansen, Anne M. L.; van Werkhoven, Erik; van der Noort, Vincent; Huitema, Alwin D. R.; Gort, Eelke H.; de Groot, Jan Willem B.; Kerver, Emile D.; de Groot, Derk Jan; Erdkamp, Frans; Beerepoot, Laurens V.; Hendriks, Mathijs P.; Smit, Egbert F.; van der Graaf, Winette T. A.; van Herpen, Carla M. L.; Labots, Mariette; Hoeben, Ann; Morreau, Hans; Lolkema, Martijn P.; Cuppen, Edwin; Gelderblom, Hans; Verheul, Henk M. W.; Voest, Emile E.","Patients with Rare Cancers in the Drug Rediscovery Protocol (DRUP) Benefit from Genomics-Guided Treatment","Clinical Cancer Research",28,7,"April","1402--1411",2022,"","","https://aacrjournals.org/clincancerres/article/28/7/1402/682217/Patients-with-Rare-Cancers-in-the-Drug-Rediscovery","","","","","","","","","","","","","Abstract  Purpose: Patients with rare cancers (incidence less than 6 cases per 100,000 persons per year) commonly have less treatment opportunities and are understudied at the level of genomic targets. We hypothesized that patients with rare cancer benefit from approved anticancer drugs outside their label similar to common cancers.   Experimental Design: In the Drug Rediscovery Protocol ({DRUP}), patients with therapy-refractory metastatic cancers harboring an actionable molecular profile are matched to {FDA}/European Medicines Agency–approved targeted therapy or immunotherapy. Patients are enrolled in parallel cohorts based on the histologic tumor type, molecular profile and study drug. Primary endpoint is clinical benefit (complete response, partial response, stable disease ≥ 16 weeks).   Results: Of 1,145 submitted cases, 500 patients, including 164 patients with rare cancers, started one of the 25 available drugs and were evaluable for treatment outcome. The overall clinical benefit rate was 33\% in both the rare cancer and nonrare cancer subgroup. Inactivating alterations of {CDKN}2A and activating {BRAF} aberrations were overrepresented in patients with rare cancer compared with nonrare cancers, resulting in more matches to {CDK}4/6 inhibitors (14\% vs. 4\%; P ≤ 0.001) or {BRAF} inhibitors (9\% vs. 1\%; P ≤ 0.001). Patients with rare cancer treated with small-molecule inhibitors targeting {BRAF} experienced higher rates of clinical benefit (75\%) than the nonrare cancer subgroup.   Conclusions: Comprehensive molecular testing in patients with rare cancers may identify treatment opportunities and clinical benefit similar to patients with common cancers. Our findings highlight the importance of access to broad molecular diagnostics to ensure equal treatment opportunities for all patients with cancer.","","","",""
7,"","iskrov_stefanov_2022","Искров, Георги; Стефанов, Румен","Към нов подход при оценка на лекарствата сираци в Германия","Редки болести и лекарства сираци",12,4,"Feb","3-4",2022,"","","https://journal.raredis.org/index.php/RBLS/article/view/148","","","","","","","","","","","","","","","","",""
7,"","Kendzia2022","Kendzia, Benjamin; Kaerlev, Linda; Ahrens, Wolfgang; Merletti, Franco; Eriksson, Mikael; Gu{\'{e}}nel, Pascal; Lynge, Elsebeth; Costa-Pereira, Altamiro; Su{\'{a}}rez-Varela, Maria Morales; Jöckel, Karl-Heinz; Stang, Andreas; Behrens, Thomas","Lifetime Exposure to Welding Fumes and Risk of Some Rare Cancers","American Journal of Epidemiology",,,"jul","",2022,"","","","","","","","","Oxford University Press ({OUP})","","","","","","","","","","",""
7,"","Mitchell_2022","Mitchell, Hannah-Rose; Applebaum, Allison J.; Lynch, Kathleen A.; Reiner, Anne S.; Atkinson, Thomas M.; Buthorn, Justin J.; Sigler, Allison S.; Bossert, Dana; Brewer, Kathleen; Corkran, Jessica; Fournier, Deanna; Panageas, Katherine S.; Diamond, Eli L.","Challenges and positive impact of rare cancer caregiving: A mixed-methods study of caregivers of patients with Erdheim-Chester disease and other histiocytic neoplasms","eClinicalMedicine",54,,"Dec","101670",2022,"","","https://linkinghub.elsevier.com/retrieve/pii/S258953702200400X","","","","","","","","","","","","","","","","",""
7,"","Mohanty_Lobo_Cheng_2022","Mohanty, Sambit K.; Lobo, Anandi; Cheng, Liang","The 2022 revision of the World Health Organization classification of tumors of the urinary system and male genital organs: advances and challenges","Human Pathology",,,"Sep","S0046817722002246",2022,"","","https://linkinghub.elsevier.com/retrieve/pii/S0046817722002246","","","","","","","","","","","","","","","","",""
10,"","nord","","","(National Organization for Rare Disorders)",,,"Nov","",2022,"","(Accessed on 11/23/2022)","https://rarediseases.org/","","","","","","NORD","","","","","","","","","","",""
7,"","Okuma2022","Okuma, Hitomi","SY24-1 MASTER KEY Project: A platform study for rare cancers in Japan and Asia","Annals of Oncology",33,,"jul","S448",2022,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Olischlaeger2022","Olischläger, Daphne L. T.; den Boer, Li Xiang Y.; de Heus, Eline; Brom, Linda; Dona, Desiree J. S.; Klümpen, Heinz-Josef; Stapelfeldt, Christina M.; Duijts, Saskia F. A.","Rare cancer and return to work: experiences and needs of patients and (health care) professionals","Disability and Rehabilitation",,,"jul","1--12",2022,"","","","","","","","","Informa {UK} Limited","","","","","","","","","","",""
7,"","Onega2022","Onega, Tracy; Alford-Teaster, Jennifer; Leggett, Chris; Loehrer, Andrew; Weiss, Julie E.; Moen, Erika L.; Catherine C. Pollack; Wang, Fahui","The interaction of rurality and rare cancers for travel time to cancer care","The Journal of Rural Health",,,"jul","",2022,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","Petrov2022","Petrov, Iurii; Alexeyenko, Andrey","Individualized discovery of rare cancer drivers in global network context","{eLife}",11,,"may","",2022,"","","","","","","","","{eLife} Sciences Publications, Ltd","","","","","","","","","","",""
10,"","rare_agenda2030","Pozzi, Mariya","Rare cancer agenda 2030","Rare Cancers Europe",,,"Mar","",2022,"","","https://www.rarecancerseurope.org/rare-cancers-in-europe/rare-cancer-agenda-2030","","","","","","European Society for Medical Oncology (ESMO)","","","","","","","","","","",""
7,"","Satake2022","Satake, Tomoyuki; Morizane, Chigusa; Rikitake, Ryoko; Iwata, Shintaro; Hirano, Hidekazu; Ogata, Dai; Shimoi, Tatsunori; Sudo, Kazuki; Yoshimoto, Seiichi; Yamazaki, Naoya; Katoh, Yoko; Higashi, Takahiro; Kawai, Akira","O12-2 The epidemiology of rare cancers from National Cancer Registry in Japan","Annals of Oncology",33,,"jul","S473--S474",2022,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Stephanos_2022","Stephanos, Mina; Greenwood, Phoebe; Chatzidimitriou, Chris; Pennick, Mandana","How rare is rare? Four “rare” cancers present to a district general hospital over a 6 month period","European Journal of Surgical Oncology",48,5,"May","e240",2022,"","","https://linkinghub.elsevier.com/retrieve/pii/S0748798322003547","","","","","","","","","","","","","","","","",""
7,"","Jenei_2023","Jenei, Kristina; Gyawali, Bishal","Expensive Drug Prices for Rare Cancers: Are Patients Truly Benefitting?","HealthcarePapers",21,1,"Jan","44–51",2023,"","","http://dx.doi.org/10.12927/hcpap.2023.26996","","","","","","Longwoods Publishing","","","","","","","","","","",""
7,"","vanoss_2023","van Oss, Anouk; Duijts, Saskia F. A.; van Laarhoven, Hanneke; Kuip, Evelien; Raijmakers, Natasja J. H.; Brom, Linda","Quality of care and quality of life as experienced by patients with advanced cancer of a rare tumour type: results of the multicentre observational eQuiPe study","Journal of Cancer Survivorship: Research and Practice",,,"Jan","",2023,"","","","","","","","","","","","","","","","","","","",""
10,"","ENCRE","European Commision","ENCR | European Network of Cancer Registries","",,,"","",,"","(Accessed on 11/26/2022)","https://encr.eu/","","","","","","","","","","","","","","","","",""
10,"","Frenchna17","","French national networks for rare cancers in adults","",,,"","",,"","(Accessed on 11/23/2022)","","","","","","","","","\url{https://www.e-cancer.fr/Expertises-et-publications/Catalogue-des-publications/French-national-networks-for-rare-cancers-in-adults-Review-and-Outlook}","","","","","","","","",""
10,"","IACR","","International Association of Cancer Registries IACR","",,,"","",,"","(Accessed on 11/26/2022)","http://www.iacr.com.fr/","","","","","","","","","","","","","","","","",""
10,"","IARC_WHO","","International Agency for Research on Cancer (IARC)","",,,"","",,"","","https://www.iarc.who.int/","","","","","","","","","","","","","","","","",""
10,"","icd_0","WHO","International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3)","",,,"","",,"","","https://www.who.int/standards/classifications/other-classifications/international-classification-of-diseases-for-oncology","","","","","","","","","","","","","","","","",""
7,"","Prades_2020","Prades, Joan; Weinman, Ariane; Le Cam, Yann; Trama, Annalisa; Frezza, Anna Maria; Borras, Josep M.","Priorities on rare cancers? policy in National Cancer Control Plans (NCCPs): A review conducted within the framework of EU-JARC Joint-Action","Journal of Cancer Policy",24,,"Jun","100222",,"","","https://www.sciencedirect.com/science/article/pii/S221353832030014X","","","","","","","","","","","","","","","","",""
10,"","RareCanc13","","Rare Cancers Research Program, Congressionally Directed Medical Research Programs","",,,"","",,"","(Accessed on 11/23/2022)","","","","","","","","","\url{https://cdmrp.health.mil/rcrp/default}","","","","","","","","",""
10,"","RareCanc56","","Rare Cancer Day 2022 | TargetCancer Foundation","",,,"","",,"","(Accessed on 11/23/2022)","","","","","","","","","\url{https://www.targetcancerfoundation.org/rarecancerday/}","","","","","","","","",""
10,"","RCE_2022","Europe, Rare Cancers","“Families” and List of Rare Cancers","",,,"","",,"","","https://www.rarecancerseurope.org/what-are-rare-cancers/families-and-list-of-rare-cancers","","","","","","","","","","","","","","","","",""
